         Google	              -
          found	          found	       S-V	         O	         O	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	         O	         O	         O
       Michelle	              -	      B-A1	      S-A0	      S-A0	         O	         O	         O	         O	         O
            had	            had	      I-A1	       S-V	         O	         O	         O	         O	         O	         O
            the	              -	      I-A1	      B-A1	         O	         O	         O	         O	         O	         O
      immediate	              -	      I-A1	      I-A1	         O	         O	         O	         O	         O	         O
       capacity	              -	      I-A1	      I-A1	         O	         O	         O	         O	         O	         O
             to	              -	      I-A1	      I-A1	         O	         O	         O	         O	         O	         O
           earn	           earn	      I-A1	      I-A1	       S-V	         O	         O	         O	         O	         O
              $	              -	      I-A1	      I-A1	      B-A1	         O	         O	         O	         O	         O
         30,000	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O	         O
            per	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O	         O
           year	              -	      I-A1	      E-A1	      E-A1	         O	         O	         O	         O	         O
              ,	              -	      I-A1	         O	         O	         O	         O	         O	         O	         O
            and	              -	      I-A1	         O	         O	         O	         O	         O	         O	         O
           that	              -	      I-A1	         O	         O	         O	         O	         O	         O	         O
             if	              -	      I-A1	         O	         O	         O	         O	         O	         O	  B-AM-ADV
            she	              -	      I-A1	         O	         O	      S-A0	      S-A0	         O	         O	  I-AM-ADV
            had	              -	      I-A1	         O	         O	         O	         O	         O	         O	  I-AM-ADV
          opted	          opted	      I-A1	         O	         O	       S-V	         O	         O	         O	  I-AM-ADV
            for	              -	      I-A1	         O	         O	      B-A1	         O	         O	         O	  I-AM-ADV
     retraining	     retraining	      I-A1	         O	         O	      E-A1	       S-V	         O	         O	  I-AM-ADV
             as	              -	      I-A1	         O	         O	  B-AM-TMP	         O	         O	         O	  I-AM-ADV
            she	              -	      I-A1	         O	         O	  I-AM-TMP	         O	      S-A1	      S-A0	  I-AM-ADV
            was	              -	      I-A1	         O	         O	  I-AM-TMP	         O	         O	         O	  I-AM-ADV
       directed	       directed	      I-A1	         O	         O	  I-AM-TMP	         O	       S-V	         O	  I-AM-ADV
             to	              -	      I-A1	         O	         O	  I-AM-TMP	         O	      B-A2	         O	  I-AM-ADV
             do	             do	      I-A1	         O	         O	  I-AM-TMP	         O	      I-A2	       S-V	  I-AM-ADV
             in	              -	      I-A1	         O	         O	  I-AM-TMP	         O	      I-A2	  B-AM-TMP	  I-AM-ADV
           2003	              -	      I-A1	         O	         O	  E-AM-TMP	         O	      E-A2	  E-AM-TMP	  E-AM-ADV
              ,	              -	      I-A1	         O	         O	         O	         O	         O	         O	         O
            her	              -	      I-A1	         O	         O	         O	         O	         O	         O	      B-A0
       earnings	              -	      I-A1	         O	         O	         O	         O	         O	         O	      E-A0
          would	              -	      I-A1	         O	         O	         O	         O	         O	         O	  S-AM-MOD
         likely	              -	      I-A1	         O	         O	         O	         O	         O	         O	  S-AM-ADV
         exceed	         exceed	      I-A1	         O	         O	         O	         O	         O	         O	       S-V
              $	              -	      I-A1	         O	         O	         O	         O	         O	         O	      B-A1
         30,000	              -	      I-A1	         O	         O	         O	         O	         O	         O	      I-A1
            per	              -	      I-A1	         O	         O	         O	         O	         O	         O	      I-A1
           year	              -	      I-A1	         O	         O	         O	         O	         O	         O	      E-A1
             in	              -	      I-A1	         O	         O	         O	         O	         O	         O	  B-AM-TMP
            the	              -	      I-A1	         O	         O	         O	         O	         O	         O	  I-AM-TMP
         future	              -	      E-A1	         O	         O	         O	         O	         O	         O	  E-AM-TMP
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O

             In	              -	  B-AM-DIS	         O	         O	         O
       addition	              -	  E-AM-DIS	         O	         O	         O
              ,	              -	         O	         O	         O	         O
            the	              -	      B-A1	         O	         O	         O
          trial	              -	      I-A1	         O	         O	         O
          court	              -	      E-A1	         O	         O	         O
            was	              -	         O	         O	         O	         O
      presented	      presented	       S-V	         O	         O	         O
           with	              -	      B-A2	         O	         O	         O
            new	              -	      I-A2	      B-A1	         O	         O
    information	              -	      I-A2	      E-A1	         O	         O
           that	              -	      I-A2	    S-R-A1	         O	         O
       Michelle	              -	      I-A2	      S-A0	         O	         O
            had	              -	      I-A2	         O	         O	         O
           been	              -	      I-A2	         O	         O	         O
      receiving	      receiving	      I-A2	       S-V	         O	         O
              $	              -	      I-A2	      B-A1	         O	         O
         20,000	              -	      I-A2	      I-A1	         O	         O
            per	              -	      I-A2	      I-A1	         O	         O
           year	              -	      I-A2	      E-A1	         O	         O
           from	              -	      I-A2	      B-A2	         O	         O
            her	              -	      I-A2	      I-A2	         O	         O
        parents	              -	      I-A2	      E-A2	         O	         O
              ,	              -	      I-A2	         O	         O	         O
           that	              -	      I-A2	         O	         O	         O
            she	              -	      I-A2	         O	      S-A0	         O
          owned	          owned	      I-A2	         O	       S-V	         O
         liquid	              -	      I-A2	         O	      B-A1	         O
         assets	              -	      I-A2	         O	      E-A1	         O
           with	              -	      I-A2	         O	  B-AM-MNR	         O
              a	              -	      I-A2	         O	  I-AM-MNR	         O
          value	              -	      I-A2	         O	  I-AM-MNR	         O
             of	              -	      I-A2	         O	  I-AM-MNR	         O
  approximately	              -	      I-A2	         O	  I-AM-MNR	         O
              $	              -	      I-A2	         O	  I-AM-MNR	         O
        517,000	              -	      I-A2	         O	  E-AM-MNR	         O
            and	              -	      I-A2	         O	         O	         O
           that	              -	      I-A2	         O	         O	         O
            the	              -	      I-A2	         O	         O	      B-A0
         equity	              -	      I-A2	         O	         O	      I-A0
             in	              -	      I-A2	         O	         O	      I-A0
            her	              -	      I-A2	         O	         O	      I-A0
          house	              -	      I-A2	         O	         O	      E-A0
       exceeded	       exceeded	      I-A2	         O	         O	       S-V
              $	              -	      I-A2	         O	         O	      B-A1
       400,000.	              -	      E-A2	         O	         O	      E-A1

        Further	              -	         O	         O	         O	  S-AM-DIS
              ,	              -	         O	         O	         O	         O
             by	              -	         O	         O	         O	  B-AM-TMP
            the	              -	         O	         O	         O	  I-AM-TMP
           time	              -	         O	         O	         O	  I-AM-TMP
            the	              -	      B-A0	         O	      B-A0	  I-AM-TMP
          court	              -	      E-A0	         O	      E-A0	  I-AM-TMP
        entered	        entered	       S-V	         O	         O	  I-AM-TMP
            its	              -	      B-A1	         O	         O	  I-AM-TMP
          order	              -	      E-A1	         O	         O	  I-AM-TMP
       reducing	       reducing	      S-A2	       S-V	         O	  I-AM-TMP
            and	              -	         O	         O	         O	  I-AM-TMP
           then	              -	         O	         O	  S-AM-TMP	  I-AM-TMP
    terminating	    terminating	         O	         O	       S-V	  I-AM-TMP
        spousal	              -	         O	         O	      B-A1	  I-AM-TMP
        support	              -	         O	         O	      E-A1	  E-AM-TMP
              ,	              -	         O	         O	         O	         O
       Michelle	              -	         O	         O	      S-A0	      S-A0
            had	              -	         O	         O	         O	         O
           been	              -	         O	         O	         O	         O
      receiving	      receiving	         O	         O	         O	       S-V
        spousal	              -	         O	         O	         O	      B-A1
        support	              -	         O	         O	         O	      E-A1
            for	              -	         O	         O	         O	  B-AM-TMP
  approximately	              -	         O	         O	         O	  I-AM-TMP
             10	              -	         O	         O	         O	  I-AM-TMP
         years.	              -	         O	         O	         O	  E-AM-TMP

            The	              -	      B-A0	         O	         O	         O
          trial	              -	      I-A0	         O	         O	         O
          court	              -	      E-A0	         O	         O	         O
          could	              -	  S-AM-MOD	         O	         O	         O
           have	              -	         O	         O	         O	         O
     reasonably	              -	  S-AM-MNR	         O	         O	         O
      concluded	      concluded	       S-V	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O
             in	              -	      I-A1	  B-AM-ADV	         O	         O
           view	              -	      I-A1	  I-AM-ADV	         O	         O
             of	              -	      I-A1	  I-AM-ADV	         O	         O
            all	              -	      I-A1	  I-AM-ADV	         O	         O
             of	              -	      I-A1	  I-AM-ADV	         O	         O
          these	              -	      I-A1	  I-AM-ADV	         O	         O
  circumstances	              -	      I-A1	  E-AM-ADV	         O	         O
              ,	              -	      I-A1	         O	         O	         O
       Michelle	              -	      I-A1	      S-A1	      S-A1	         O
          could	              -	      I-A1	  S-AM-MOD	         O	         O
         become	         become	      I-A1	       S-V	         O	         O
              ,	              -	      I-A1	         O	         O	         O
            and	              -	      I-A1	         O	         O	         O
         should	              -	      I-A1	         O	  S-AM-MOD	         O
         become	         become	      I-A1	         O	       S-V	         O
              ,	              -	      I-A1	         O	         O	         O
   sufficiently	              -	      I-A1	         O	      B-A2	         O
self-supporting	              -	      I-A1	         O	      I-A2	         O
         within	              -	      I-A1	         O	      I-A2	         O
            the	              -	      I-A1	         O	      I-A2	      B-A1
          dates	              -	      I-A1	         O	      I-A2	      E-A1
            the	              -	      I-A1	         O	      I-A2	      B-A0
          court	              -	      I-A1	         O	      I-A2	      E-A0
            set	            set	      I-A1	         O	      I-A2	       S-V
            for	              -	      I-A1	         O	      I-A2	  B-AM-PNC
            the	              -	      I-A1	         O	      I-A2	  I-AM-PNC
      reduction	              -	      I-A1	         O	      I-A2	  I-AM-PNC
            and	              -	      I-A1	         O	      I-A2	  I-AM-PNC
    termination	              -	      I-A1	         O	      I-A2	  I-AM-PNC
             of	              -	      I-A1	         O	      I-A2	  I-AM-PNC
        spousal	              -	      I-A1	         O	      I-A2	  I-AM-PNC
        support	              -	      E-A1	         O	      E-A2	  E-AM-PNC
              .	              -	         O	         O	         O	         O

        Further	              -	         O	         O	         O
              ,	              -	         O	         O	         O
             in	              -	  B-AM-PNC	         O	         O
           view	              -	  I-AM-PNC	         O	         O
             of	              -	  I-AM-PNC	         O	         O
            the	              -	  I-AM-PNC	         O	         O
           fact	              -	  I-AM-PNC	         O	         O
           that	              -	  I-AM-PNC	         O	         O
            the	              -	  I-AM-PNC	         O	         O
           date	              -	  I-AM-PNC	         O	         O
            for	              -	  I-AM-PNC	         O	         O
    termination	              -	  I-AM-PNC	         O	         O
             of	              -	  I-AM-PNC	         O	         O
        spousal	              -	  I-AM-PNC	         O	         O
        support	              -	  E-AM-PNC	         O	         O
            was	              -	         O	         O	         O
  approximately	              -	  B-AM-TMP	         O	         O
             11	              -	  I-AM-TMP	         O	         O
          years	              -	  I-AM-TMP	         O	         O
          after	              -	  I-AM-TMP	         O	         O
            the	              -	  I-AM-TMP	         O	         O
           date	              -	  I-AM-TMP	         O	         O
             of	              -	  I-AM-TMP	         O	         O
     separation	              -	  E-AM-TMP	         O	         O
              ,	              -	         O	         O	         O
            the	              -	      B-A0	      B-A0	      B-A0
          court	              -	      E-A0	      E-A0	      E-A0
          could	              -	  S-AM-MOD	         O	         O
     reasonably	              -	  S-AM-MNR	         O	         O
       conclude	       conclude	       S-V	         O	         O
           that	              -	      B-A1	         O	         O
      achieving	      achieving	      I-A1	       S-V	         O
            the	              -	      I-A1	      B-A1	         O
        martial	              -	      I-A1	      I-A1	         O
       standard	              -	      I-A1	      I-A1	         O
             of	              -	      I-A1	      I-A1	         O
         living	              -	      I-A1	      E-A1	         O
            was	              -	      I-A1	         O	         O
             at	              -	      I-A1	         O	         O
           this	              -	      I-A1	         O	         O
          point	              -	      I-A1	         O	         O
             in	              -	      I-A1	         O	         O
           time	              -	      I-A1	         O	         O
      deserving	              -	      I-A1	         O	         O
             of	              -	      I-A1	         O	         O
           less	              -	      I-A1	         O	         O
         weight	              -	      I-A1	         O	         O
             in	              -	      I-A1	         O	         O
      balancing	      balancing	      I-A1	         O	       S-V
            the	              -	      I-A1	         O	      B-A1
        section	              -	      I-A1	         O	      I-A1
           4320	              -	      I-A1	         O	      I-A1
        factors	              -	      E-A1	         O	      E-A1
              .	              -	         O	         O	         O

              (	              -	         O
            See	              -	         O
             In	              -	         O
             re	              -	         O
       Marriage	              -	         O
             of	              -	         O
         Rising	         Rising	       S-V
              ,	              -	         O
          supra	              -	         O
              ,	              -	         O
             76	              -	         O
           Cal.	              -	         O
        App.4th	              -	         O
             at	              -	         O
             p.	              -	         O

            479	              -
              ,	              -
             fn	              -
              .	              -

              9	              -
              ,	              -
             90	              -
           Cal.	              -
        Rptr.2d	              -
            380	              -
              .	              -

              )	              -

             D.	              -	      B-A0	      B-A0	         O
            The	              -	      I-A0	      I-A0	         O
          trial	              -	      I-A0	      I-A0	         O
          court	              -	      E-A0	      E-A0	         O
       provided	       provided	       S-V	         O	         O
       Michelle	              -	      S-A2	      S-A0	         O
           with	              -	      B-A1	         O	         O
       adequate	              -	      I-A1	         O	         O
         notice	              -	      I-A1	         O	         O
             of	              -	      I-A1	         O	         O
            her	              -	      I-A1	         O	         O
     obligation	              -	      I-A1	         O	         O
             to	              -	      I-A1	         O	         O
        attempt	        attempt	      I-A1	       S-V	         O
             to	              -	      I-A1	      B-A1	         O
         become	         become	      I-A1	      I-A1	       S-V
self-supporting	              -	      E-A1	      E-A1	      S-A2

       Michelle	              -	      S-A0	         O	      S-A0	         O	      S-A0	      S-A0	         O	         O
         claims	         claims	       S-V	         O	         O	         O	         O	         O	         O	         O
            the	              -	      B-A1	      B-A0	      B-A0	         O	      B-A0	      B-A0	      B-A0	         O
          trial	              -	      I-A1	      I-A0	      I-A0	         O	      I-A0	      I-A0	      I-A0	         O
          court	              -	      I-A1	      E-A0	      E-A0	         O	      E-A0	      E-A0	      E-A0	         O
         abused	         abused	      I-A1	       S-V	         O	         O	         O	         O	         O	         O
            its	              -	      I-A1	      B-A1	         O	         O	         O	         O	         O	         O
     discretion	              -	      I-A1	      E-A1	         O	         O	         O	         O	         O	         O
             by	              -	      I-A1	  B-AM-MNR	         O	         O	         O	         O	         O	         O
       ordering	       ordering	      I-A1	  I-AM-MNR	       S-V	         O	         O	         O	         O	         O
        support	              -	      I-A1	  I-AM-MNR	      B-A1	      S-A1	         O	         O	         O	         O
        reduced	        reduced	      I-A1	  E-AM-MNR	      E-A1	       S-V	         O	         O	         O	         O
            and	              -	      I-A1	         O	         O	         O	         O	         O	         O	         O
           then	              -	      I-A1	         O	         O	         O	  S-AM-TMP	         O	         O	         O
     terminated	     terminated	      I-A1	         O	         O	         O	       S-V	         O	         O	         O
        without	              -	      I-A1	         O	         O	         O	  B-AM-ADV	         O	         O	         O
      providing	      providing	      I-A1	         O	         O	         O	  I-AM-ADV	       S-V	         O	         O
            her	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      S-A1	      S-A0	         O
           with	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      B-A2	         O	         O
       adequate	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
         notice	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
             of	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
            her	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
     obligation	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
             to	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	         O	         O
        attempt	        attempt	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	       S-V	         O
             to	              -	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	      B-A1	         O
         become	         become	      I-A1	         O	         O	         O	  I-AM-ADV	      I-A2	      I-A1	       S-V
self-supporting	              -	      E-A1	         O	         O	         O	  E-AM-ADV	      E-A2	      E-A1	      S-A2
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O

             In	              -
             In	              -
             re	              -
       Marriage	              -
             of	              -
         Gavron	              -
              (	              -
           1988	              -
              )	              -
            203	              -
           Cal.	              -
         App.3d	              -
            705	              -
              ,	              -
            712	              -
              ,	              -
            250	              -
           Cal.	              -
           Rptr	              -
              .	              -

            148	              -	      B-A1	         O	         O	         O	         O	         O	         O
              (	              -	      I-A1	         O	         O	         O	         O	         O	         O
         Gavron	              -	      I-A1	         O	         O	         O	         O	         O	         O
              )	              -	      E-A1	         O	         O	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O	         O
            the	              -	      B-A0	         O	         O	         O	         O	         O	         O
          Court	              -	      I-A0	         O	         O	         O	         O	         O	         O
             of	              -	      I-A0	         O	         O	         O	         O	         O	         O
         Appeal	              -	      E-A0	         O	         O	         O	         O	         O	         O
      concluded	      concluded	       S-V	         O	         O	         O	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O	         O	         O	         O
            the	              -	      I-A1	      B-A0	      B-A0	         O	         O	         O	         O
          trial	              -	      I-A1	      I-A0	      I-A0	         O	         O	         O	         O
          court	              -	      I-A1	      E-A0	      E-A0	         O	         O	         O	         O
          erred	          erred	      I-A1	       B-V	         O	         O	         O	         O	         O
             in	              -	      I-A1	       E-V	         O	         O	         O	         O	         O
       reducing	       reducing	      I-A1	      B-A1	       S-V	         O	         O	         O	         O
              a	              -	      I-A1	      I-A1	      B-A1	         O	         O	         O	         O
          party	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
             's	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
        spousal	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
        support	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
           from	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
              $	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
          1,100	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
            per	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
          month	              -	      I-A1	      I-A1	      E-A1	         O	         O	         O	         O
             to	              -	      I-A1	      I-A1	      B-A4	         O	         O	         O	         O
              $	              -	      I-A1	      I-A1	      I-A4	         O	         O	         O	         O
              0	              -	      I-A1	      E-A1	      E-A4	         O	         O	         O	         O
          after	              -	      I-A1	  B-AM-TMP	  B-AM-TMP	         O	         O	         O	         O
              a	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
        25-year	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
       marriage	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
            and	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
  approximately	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
          eight	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
          years	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
             of	              -	      I-A1	  I-AM-TMP	  I-AM-TMP	         O	         O	         O	         O
        support	              -	      I-A1	  I-AM-TMP	  E-AM-TMP	         O	         O	         O	         O
              ,	              -	      I-A1	  I-AM-TMP	         O	         O	         O	         O	         O
          where	              -	      I-A1	  I-AM-TMP	         O	         O	         O	         O	         O
              "	              -	      I-A1	  I-AM-TMP	         O	         O	         O	         O	         O
            the	              -	      I-A1	  I-AM-TMP	         O	      B-A0	         O	         O	         O
         record	              -	      I-A1	  I-AM-TMP	         O	      I-A0	         O	         O	         O
              d	              -	      I-A1	  I-AM-TMP	         O	      I-A0	         O	         O	         O
              [	              -	      I-A1	  I-AM-TMP	         O	      I-A0	         O	         O	         O
             id	              -	      I-A1	  I-AM-TMP	         O	      E-A0	         O	         O	         O
              ]	              -	      I-A1	  I-AM-TMP	         O	         O	         O	         O	         O
            not	              -	      I-A1	  I-AM-TMP	         O	  S-AM-NEG	         O	         O	         O
       indicate	       indicate	      I-A1	  I-AM-TMP	         O	       S-V	         O	         O	         O
           that	              -	      I-A1	  I-AM-TMP	         O	      B-A1	         O	         O	         O
             th	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      B-A0	         O	         O
              [	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A0	         O	         O
              e	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A0	         O	         O
              ]	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A0	         O	         O
     unemployed	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A0	         O	         O
    57-year-old	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A0	         O	         O
           wife	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      E-A0	         O	         O
            had	            had	      I-A1	  I-AM-TMP	         O	      I-A1	       S-V	         O	         O
            any	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      B-A1	         O	         O
          prior	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	         O	         O
      awareness	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	         O	         O
           that	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	         O	         O
            the	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	      B-A0	         O
          court	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	      E-A0	         O
          would	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	  S-AM-MOD	         O
        require	        require	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	       S-V	         O
            her	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	      S-A2	      S-A1
             to	              -	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	      B-A1	         O
         become	         become	      I-A1	  I-AM-TMP	         O	      I-A1	      I-A1	      I-A1	       S-V
self-sufficient	              -	      E-A1	  E-AM-TMP	         O	      E-A1	      E-A1	      E-A1	      S-A2
              .	              -	         O	         O	         O	         O	         O	         O	         O

              "	              -	         O	         O	         O	         O	         O
            The	              -	      B-A0	         O	         O	         O	         O
         Gavron	              -	      I-A0	         O	         O	         O	         O
          court	              -	      E-A0	         O	         O	         O	         O
           held	           held	       S-V	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O
              a	              -	      B-A1	         O	      B-A1	         O	         O
      supported	      supported	      I-A1	       S-V	      I-A1	         O	         O
         spouse	              -	      I-A1	      S-A1	      E-A1	         O	         O
           must	              -	      I-A1	         O	  S-AM-MOD	         O	         O
             be	              -	      I-A1	         O	         O	         O	         O
           made	           made	      I-A1	         O	       S-V	         O	         O
          aware	              -	      I-A1	         O	      B-A2	         O	         O
             of	              -	      I-A1	         O	      I-A2	         O	         O
            the	              -	      I-A1	         O	      I-A2	         O	         O
          court	              -	      I-A1	         O	      I-A2	         O	         O
             's	              -	      I-A1	         O	      I-A2	         O	         O
    expectation	              -	      I-A1	         O	      I-A2	         O	         O
           that	              -	      I-A1	         O	      I-A2	         O	         O
            the	              -	      I-A1	         O	      I-A2	      B-A0	      B-A1
         spouse	              -	      I-A1	         O	      I-A2	      E-A0	      E-A1
           will	              -	      I-A1	         O	      I-A2	  S-AM-MOD	         O
        attempt	        attempt	      I-A1	         O	      I-A2	       S-V	         O
             to	              -	      I-A1	         O	      I-A2	      B-A1	         O
         become	         become	      I-A1	         O	      I-A2	      I-A1	       S-V
self-supporting	              -	      E-A1	         O	      E-A2	      E-A1	      S-A2
              :	              -	         O	         O	         O	         O	         O

              "	              -	         O	         O	         O	         O	         O	         O	         O	         O
       Inherent	              -	         O	         O	         O	         O	         O	         O	         O	         O
             in	              -	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	         O	         O	         O
        concept	              -	         O	         O	         O	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	      B-A0	         O	      B-A0	         O	         O	         O	         O
      supported	      supported	       S-V	      I-A0	         O	      I-A0	         O	         O	         O	         O
         spouse	              -	      S-A1	      I-A0	         O	      I-A0	         O	         O	         O	         O
             's	              -	         O	      I-A0	         O	      I-A0	         O	         O	         O	         O
        failure	              -	         O	      I-A0	         O	      I-A0	         O	         O	         O	         O
             to	              -	         O	      I-A0	         O	      I-A0	         O	         O	         O	         O
             at	              -	         O	      I-A0	         O	      I-A0	         O	         O	         O	         O
          least	              -	         O	      E-A0	         O	      I-A0	         O	         O	         O	         O
           make	           make	         O	       S-V	         O	      I-A0	         O	         O	         O	         O
     good-faith	              -	         O	      B-A1	         O	      I-A0	         O	         O	         O	         O
        efforts	              -	         O	      I-A1	         O	      I-A0	         O	         O	         O	         O
             to	              -	         O	      I-A1	         O	      I-A0	         O	         O	         O	         O
         become	         become	         O	      I-A1	       S-V	      I-A0	         O	         O	         O	         O
self-sufficient	              -	         O	      I-A1	      S-A2	      E-A0	         O	         O	         O	         O
            can	              -	         O	      I-A1	  S-AM-MOD	  S-AM-MOD	         O	         O	         O	         O
     constitute	     constitute	         O	      I-A1	         O	       S-V	         O	         O	         O	         O
              a	              -	         O	      I-A1	         O	      B-A1	         O	         O	         O	         O
         change	              -	         O	      I-A1	         O	      I-A1	         O	         O	         O	         O
             in	              -	         O	      I-A1	         O	      I-A1	         O	         O	         O	         O
  circumstances	              -	         O	      I-A1	         O	      I-A1	         O	         O	         O	         O
          which	              -	         O	      I-A1	         O	      I-A1	    S-R-A0	         O	         O	         O
          could	              -	         O	      I-A1	         O	      I-A1	  S-AM-MOD	         O	         O	         O
        warrant	        warrant	         O	      I-A1	         O	      I-A1	       S-V	         O	         O	         O
              a	              -	         O	      I-A1	         O	      I-A1	      B-A1	         O	         O	         O
   modification	              -	         O	      I-A1	         O	      I-A1	      E-A1	         O	         O	         O
             in	              -	         O	      I-A1	         O	      I-A1	         O	         O	         O	         O
        spousal	              -	         O	      I-A1	         O	      I-A1	         O	         O	         O	         O
        support	              -	         O	      E-A1	         O	      E-A1	         O	         O	         O	         O
             is	              -	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	         O	         O	         O
        premise	              -	         O	         O	         O	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	         O	      B-A1	         O
      supported	      supported	         O	         O	         O	         O	         O	       S-V	      I-A1	         O
         spouse	              -	         O	         O	         O	         O	         O	      S-A1	      E-A1	         O
             be	              -	         O	         O	         O	         O	         O	         O	         O	         O
           made	           made	         O	         O	         O	         O	         O	         O	       S-V	         O
          aware	              -	         O	         O	         O	         O	         O	         O	      B-A2	         O
             of	              -	         O	         O	         O	         O	         O	         O	      I-A2	         O
            the	              -	         O	         O	         O	         O	         O	         O	      I-A2	         O
     obligation	              -	         O	         O	         O	         O	         O	         O	      I-A2	         O
             to	              -	         O	         O	         O	         O	         O	         O	      I-A2	         O
         become	         become	         O	         O	         O	         O	         O	         O	      I-A2	       S-V
self-supporting	              -	         O	         O	         O	         O	         O	         O	      E-A2	      S-A2
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O

             It	              -	         O	         O	         O	         O
             is	              -	         O	         O	         O	         O
   particularly	              -	         O	         O	         O	         O
    appropriate	              -	         O	         O	         O	         O
           here	              -	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O
          there	              -	         O	         O	         O	         O
         should	              -	         O	         O	         O	         O
           have	              -	         O	         O	         O	         O
           been	              -	         O	         O	         O	         O
           some	              -	         O	         O	         O	         O
     reasonable	              -	         O	         O	         O	         O
        advance	              -	         O	         O	         O	         O
        warning	              -	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O
          after	              -	         O	  B-AM-TMP	         O	         O
             an	              -	         O	  I-AM-TMP	         O	         O
    appropriate	              -	         O	  I-AM-TMP	         O	         O
         period	              -	         O	  I-AM-TMP	         O	         O
             of	              -	         O	  I-AM-TMP	         O	         O
           time	              -	         O	  E-AM-TMP	         O	         O
            the	              -	         O	      B-A1	      B-A1	      B-A0
      supported	      supported	       S-V	      I-A1	      I-A1	      I-A0
         spouse	              -	      S-A1	      E-A1	      E-A1	      E-A0
            was	              -	         O	         O	         O	         O
       expected	       expected	         O	       S-V	         O	         O
             to	              -	         O	    B-C-A1	         O	         O
         become	         become	         O	    I-C-A1	       S-V	         O
self-sufficient	              -	         O	    I-C-A1	      B-A2	         O
             or	              -	         O	    I-C-A1	      I-A2	         O
